,userid,user_display_name,user_screen_name,user_reported_location,user_profile_description,user_profile_url,follower_count,following_count,account_creation_date,account_language,month_year_creation
1060,T1cX84ApT84kkawp1D5pcSYtPcsdk8zVgFVyey6vcwo=,T1cX84ApT84kkawp1D5pcSYtPcsdk8zVgFVyey6vcwo=,T1cX84ApT84kkawp1D5pcSYtPcsdk8zVgFVyey6vcwo=,,I'm COMMING!!,,0,7,2020-02-04,en,February 2020
1061,HH792TcjzaNklQisghdaOAatkPA9Ho6adxkluLtDtxw=,HH792TcjzaNklQisghdaOAatkPA9Ho6adxkluLtDtxw=,HH792TcjzaNklQisghdaOAatkPA9Ho6adxkluLtDtxw=,,,,3,108,2019-12-08,en,December 2019
1062,h6F2xZfXXVOFXG7FvTdZaOAagQJgPFWCG6bXM9Bhozo=,h6F2xZfXXVOFXG7FvTdZaOAagQJgPFWCG6bXM9Bhozo=,h6F2xZfXXVOFXG7FvTdZaOAagQJgPFWCG6bXM9Bhozo=,,,,2,2,2020-01-09,en,January 2020
1063,9hEQFbSKmJthv7GCesqWENhYg9AwFuKoPeP8dpYLO8=,9hEQFbSKmJthv7GCesqWENhYg9AwFuKoPeP8dpYLO8=,9hEQFbSKmJthv7GCesqWENhYg9AwFuKoPeP8dpYLO8=,,,,0,0,2020-01-15,en,January 2020
1064,a8QjMH6QDOotpqoBV753+uhGl+pA342k+3IqoCdxKJA=,a8QjMH6QDOotpqoBV753+uhGl+pA342k+3IqoCdxKJA=,a8QjMH6QDOotpqoBV753+uhGl+pA342k+3IqoCdxKJA=,,,,0,1,2020-02-21,en,February 2020
1065,N+7qn8lpk2mXeRDWqCMNO95dfKszcrt+bpEGFahNR8=,N+7qn8lpk2mXeRDWqCMNO95dfKszcrt+bpEGFahNR8=,N+7qn8lpk2mXeRDWqCMNO95dfKszcrt+bpEGFahNR8=,loey,single,,0,15,2019-12-07,en,December 2019
1066,JpIBcqQ+e+FiFU3ggIQWLUten7aZ3wnBdcuVwo7PE=,JpIBcqQ+e+FiFU3ggIQWLUten7aZ3wnBdcuVwo7PE=,JpIBcqQ+e+FiFU3ggIQWLUten7aZ3wnBdcuVwo7PE=,,,,0,2,2020-01-14,en,January 2020
1067,iqrkxnYCAMZQgg3+5Ed5LdmQj0c1WP2eZvJGJU9LZYI=,iqrkxnYCAMZQgg3+5Ed5LdmQj0c1WP2eZvJGJU9LZYI=,iqrkxnYCAMZQgg3+5Ed5LdmQj0c1WP2eZvJGJU9LZYI=,,-,,0,5,2020-02-20,en,February 2020
1068,Fa0nMj9dZ+zhLS9CHiXYwCOtryR8b6m5wMR+UQI9lQ=,Fa0nMj9dZ+zhLS9CHiXYwCOtryR8b6m5wMR+UQI9lQ=,Fa0nMj9dZ+zhLS9CHiXYwCOtryR8b6m5wMR+UQI9lQ=,,"Joven Cubano. Ingeniero, #Revolucionario y amante de la Informática.",,1759,2120,2019-04-29,es,April 2019
1069,lphZn35n7SSfX5a1vbWlh13Vwmy0YeJLbypJl5QBhFI=,lphZn35n7SSfX5a1vbWlh13Vwmy0YeJLbypJl5QBhFI=,lphZn35n7SSfX5a1vbWlh13Vwmy0YeJLbypJl5QBhFI=,Cuba,Hasta la victoria siempre,,4,19,2018-12-31,en,December 2018
1070,UV9AlyXZTyCJiHqVu5D2skYN8t3L3UQr+x6LpoNVkE=,UV9AlyXZTyCJiHqVu5D2skYN8t3L3UQr+x6LpoNVkE=,UV9AlyXZTyCJiHqVu5D2skYN8t3L3UQr+x6LpoNVkE=,,Cuenta Oficial de la Brigada Médica Cubana en Kenia,,3,17,2020-03-31,en,March 2020
1071,uT29QCx00amRYRAPD8w9WpLk41mq20yeVHhnybhDNY8=,uT29QCx00amRYRAPD8w9WpLk41mq20yeVHhnybhDNY8=,uT29QCx00amRYRAPD8w9WpLk41mq20yeVHhnybhDNY8=,,"Pandita 

No Nudes",,114,114,2020-02-18,es,February 2020
1072,o9WcIJwxhFCBNFP5LSaaIhYi3qKHQIgt7sl3lM7HaQw=,o9WcIJwxhFCBNFP5LSaaIhYi3qKHQIgt7sl3lM7HaQw=,o9WcIJwxhFCBNFP5LSaaIhYi3qKHQIgt7sl3lM7HaQw=,,Cubano 100pre y revolucionario hasta en la otra vida.,,2098,5348,2019-01-07,es,January 2019
1073,kdjv+e54SzcFBzA52E+PhPqpJ+kjDZw2AT5gQ4BmGLo=,kdjv+e54SzcFBzA52E+PhPqpJ+kjDZw2AT5gQ4BmGLo=,kdjv+e54SzcFBzA52E+PhPqpJ+kjDZw2AT5gQ4BmGLo=,Cienfuegos,,,180,354,2019-05-16,es,May 2019
1074,8ciGccxFAJ2290jedXVBjQbXD3iDUpKcbTaTs5v+X94=,8ciGccxFAJ2290jedXVBjQbXD3iDUpKcbTaTs5v+X94=,8ciGccxFAJ2290jedXVBjQbXD3iDUpKcbTaTs5v+X94=,La Habana,Fiel seguidor de las ideas de #Fidel y de la #RevolucionCubana,,34,75,2019-06-25,es,June 2019
1075,4q5hegNPVUp0VByRZXmXVErweWoQxUi8iIfGavbSaM=,4q5hegNPVUp0VByRZXmXVErweWoQxUi8iIfGavbSaM=,4q5hegNPVUp0VByRZXmXVErweWoQxUi8iIfGavbSaM=,Matanzas. Cuba,"Si se pudo, se puede y se podrá. Fiel continuador de las ideas de Fidel y Raúl #SomosContinuidad #NoAlBloqueo #YoSigoAMiPresidente #VamosporMas",,2613,4325,2018-03-19,es,March 2018
1076,iAi7E7IspburgAr4Y0cPAUwEOR+YCKZNUrNxoswsTf8=,iAi7E7IspburgAr4Y0cPAUwEOR+YCKZNUrNxoswsTf8=,iAi7E7IspburgAr4Y0cPAUwEOR+YCKZNUrNxoswsTf8=,"Rancagua, Chile",,,40,49,2020-02-11,en,February 2020
1077,SX+FY1D6I2xOPIDpyWRzjhzPhrLeh+SMRqJzv4y1Yy4=,SX+FY1D6I2xOPIDpyWRzjhzPhrLeh+SMRqJzv4y1Yy4=,SX+FY1D6I2xOPIDpyWRzjhzPhrLeh+SMRqJzv4y1Yy4=,"Granma, Cuba","Cubano por siempre, amante de su Revolución,
y fiel al socialismo.",,2185,1943,2012-06-09,es,June 2012
1078,wl5VE9ur1jZvU2OKvmoQQMtGsxOw4aEbcgNGedWC0IM=,wl5VE9ur1jZvU2OKvmoQQMtGsxOw4aEbcgNGedWC0IM=,wl5VE9ur1jZvU2OKvmoQQMtGsxOw4aEbcgNGedWC0IM=,"Coquimbo, Chile",,,47,49,2020-02-13,en,February 2020
1079,1ms2VXAryNtX6FsYR73bd8WxmYG1hOGBTuO0GTsZ3c=,1ms2VXAryNtX6FsYR73bd8WxmYG1hOGBTuO0GTsZ3c=,1ms2VXAryNtX6FsYR73bd8WxmYG1hOGBTuO0GTsZ3c=,,"Hijo de la Revolución cubana, solidaria y humanista con el mundo entero, fiel a los principios de Martí y de Fidel",,2716,2197,2019-10-18,es,October 2019
1080,POm3H0KxsRV9a7YhSyMYgogqzMe2Zz5EStasMd7on4=,POm3H0KxsRV9a7YhSyMYgogqzMe2Zz5EStasMd7on4=,POm3H0KxsRV9a7YhSyMYgogqzMe2Zz5EStasMd7on4=,Ecuador,"La vida es la memoria del pueblo, la conciencia colectiva de la continuidad histórica, el modo de pensar y de vivir.",,166,276,2018-11-13,es,November 2018
1081,QcOuOZ7M28K076C3OciyIuAjzwTq2zARKv0EI3J4F3I=,QcOuOZ7M28K076C3OciyIuAjzwTq2zARKv0EI3J4F3I=,QcOuOZ7M28K076C3OciyIuAjzwTq2zARKv0EI3J4F3I=,,"Cubano, Fidelista y Martiano - Una idea justa vale más que todo el dinero del mundo",,209,245,2016-01-28,es,January 2016
1082,r9dq03r8LXWfYWyHh5AVk6fjXgCnVl0oGrKoek+YMfE=,r9dq03r8LXWfYWyHh5AVk6fjXgCnVl0oGrKoek+YMfE=,r9dq03r8LXWfYWyHh5AVk6fjXgCnVl0oGrKoek+YMfE=,,"Joven martiana, marxista y fidelista. Estudiante de Derecho y miembro de la FEU de Cuba.",,499,311,2018-12-24,es,December 2018
1083,1zpy6+H8pRYVAo5k0kdYgD7EN3Rtk22pYwUYxpQcUak=,1zpy6+H8pRYVAo5k0kdYgD7EN3Rtk22pYwUYxpQcUak=,1zpy6+H8pRYVAo5k0kdYgD7EN3Rtk22pYwUYxpQcUak=,Camagüey,"Amo a mi #Cuba, y por ella todo, adoro los gatos, amante  de la historia sobre todo la de mi Patria y Latinoamérica",,1194,2139,2015-03-10,es,March 2015
1084,kwB8M12M2nFYO3yaTdqBsKeYMm6rQ30+Nyt6BohZWdo=,kwB8M12M2nFYO3yaTdqBsKeYMm6rQ30+Nyt6BohZWdo=,kwB8M12M2nFYO3yaTdqBsKeYMm6rQ30+Nyt6BohZWdo=,"La Habana, Cuba",Soy un gran amigo y sobre todo y ante todo un Fidelista.,,210,230,2019-02-27,es,February 2019
1085,puRJP7ljtkJl8HjxE46+s3Trb07IHz7YMYMlB7pYLE=,puRJP7ljtkJl8HjxE46+s3Trb07IHz7YMYMlB7pYLE=,puRJP7ljtkJl8HjxE46+s3Trb07IHz7YMYMlB7pYLE=,La Habana,"Soy una joven cubana🇨🇺 identificada con los preceptos de la Revolución Cubana. Me gusta el mar, bailar y reir. #DeZurdaTeam🤝🐬♠️",,731,812,2020-02-21,en,February 2020
1086,Dx9fPjuBZUCyYvTHdzp5AjdMrsMYq+tAJyV2mdKgBFY=,Dx9fPjuBZUCyYvTHdzp5AjdMrsMYq+tAJyV2mdKgBFY=,Dx9fPjuBZUCyYvTHdzp5AjdMrsMYq+tAJyV2mdKgBFY=,Cuba,"sigo a mi presidente Diaz-Canel, soy fidelista",,199,147,2019-06-24,en,June 2019
1087,1144701211238645760,AnaKarla Rojas,AnakarlaRojas,Cuba,Soy ingeniera y vivo muy orgullosa de ser cubana 🇨🇺🇨🇺 Fiel a mi país que me vio crecer. #DeZurdaTeam 🤝🦈,,5539,4011,2019-06-28,es,June 2019
1088,YkbEHtKm0wkedwSPhVNuhd6Z0vMLczA5lwKW5VqilH0=,YkbEHtKm0wkedwSPhVNuhd6Z0vMLczA5lwKW5VqilH0=,YkbEHtKm0wkedwSPhVNuhd6Z0vMLczA5lwKW5VqilH0=,,,,1159,2168,2019-02-14,es,February 2019
1089,5fTtTNJ3CuKKsE0Dp+CbNVGA0SJJHj43oUV4DOj+jiw=,5fTtTNJ3CuKKsE0Dp+CbNVGA0SJJHj43oUV4DOj+jiw=,5fTtTNJ3CuKKsE0Dp+CbNVGA0SJJHj43oUV4DOj+jiw=,Cuba,"Psicóloga de profesion, joven cubana, amante de mi hija, mi familia, mi Isla🏝️💖 y mi Revolución. Amo a mi Cuba💗💝💟 y su hermosa gente. Sigueme y te sigo.",,4086,3090,2019-02-26,es,February 2019
1090,tuu+fGneYtQp52f27FvLgWeGQapL+AshatmLAjqmwn4=,tuu+fGneYtQp52f27FvLgWeGQapL+AshatmLAjqmwn4=,tuu+fGneYtQp52f27FvLgWeGQapL+AshatmLAjqmwn4=,Cuba,Soy fiel seguidor del futbol y gran #Revolucionario,,2701,3477,2019-05-02,es,May 2019
1091,fDrRjPsDLwhZJHpERenImIIAM9Couq3MwmMphX0Ovk=,fDrRjPsDLwhZJHpERenImIIAM9Couq3MwmMphX0Ovk=,fDrRjPsDLwhZJHpERenImIIAM9Couq3MwmMphX0Ovk=,,"Joven 100% cubano, divertido, solidario, amante de la paz y fan a la música y al deporte... SIGUEME Y TE SEGUIRE....",,2078,2447,2013-05-23,es,May 2013
1092,NB5RBt4naRFzKd1EMfBOHLbu6LcuWzNdIn8suglN5T4=,NB5RBt4naRFzKd1EMfBOHLbu6LcuWzNdIn8suglN5T4=,NB5RBt4naRFzKd1EMfBOHLbu6LcuWzNdIn8suglN5T4=,Cuba,"Joven matancera amante de la fotografía, la literatura, el arte y defensora de mi patria 🇨🇺 #DeZurdaTeam 🤝 🐬",,2407,1772,2019-08-13,es,August 2019
1093,7+Q8OdL565W1WcpadVGKBhOOkp5usmtd1iuiqSB9I=,7+Q8OdL565W1WcpadVGKBhOOkp5usmtd1iuiqSB9I=,7+Q8OdL565W1WcpadVGKBhOOkp5usmtd1iuiqSB9I=,,Amante de la informática y los buenos libros. Cubano 100 %.,,3109,4512,2019-04-22,es,April 2019
1094,tm1gpfMKj2NKP8xnQbVkSwmvDC1JdE+Mo6fEFkQ6ls=,tm1gpfMKj2NKP8xnQbVkSwmvDC1JdE+Mo6fEFkQ6ls=,tm1gpfMKj2NKP8xnQbVkSwmvDC1JdE+Mo6fEFkQ6ls=,,Joven Artista Independiente,,26,46,2019-10-11,es,October 2019
1095,j3YOn8rVzAwaFBg8AdmSbs7vfyFgXjfurCryc9otyM=,j3YOn8rVzAwaFBg8AdmSbs7vfyFgXjfurCryc9otyM=,j3YOn8rVzAwaFBg8AdmSbs7vfyFgXjfurCryc9otyM=,"Santiago, Chile",Rugby como estilo de vida .,,24,39,2019-11-28,en,November 2019
1096,dt2Krq9pTt7sYJdv5lKWb9AC994nth7Rp7QLitWlsW8=,dt2Krq9pTt7sYJdv5lKWb9AC994nth7Rp7QLitWlsW8=,dt2Krq9pTt7sYJdv5lKWb9AC994nth7Rp7QLitWlsW8=,cuba,"Cienfueguera por excelencia, amo mi país, su gente, la música caribeña, el sol y el mar...
#SIGUEMEYTESIGO",,659,1021,2019-04-29,es,April 2019
1097,cfV0OoIyBVY9NHvqWfc13GoEQVVUEFDnOgXbBtV7bJk=,cfV0OoIyBVY9NHvqWfc13GoEQVVUEFDnOgXbBtV7bJk=,cfV0OoIyBVY9NHvqWfc13GoEQVVUEFDnOgXbBtV7bJk=,,"Informático Revolucionario, seguidor de la ideas de Fidel y defensor de las causas justas. #SomosContinuidad #SomosCuba
o",,2205,4023,2020-01-19,es,January 2020
1098,eerXqjtK9yACoeGjUftQ3fTXWwI8kU3z0kaI8xeQ7sM=,eerXqjtK9yACoeGjUftQ3fTXWwI8kU3z0kaI8xeQ7sM=,eerXqjtK9yACoeGjUftQ3fTXWwI8kU3z0kaI8xeQ7sM=,"Bejucal, Mayabeque, Cuba","Lic. Matemáticas, Esp. en Seguridad Informática, trabajo en el Centro Nacional de Biopreparados",,136,151,2013-05-07,es,May 2013
1099,Myx6UcdqBHldAomlItMrPAByw1FNFeXSZPZTBajL5IQ=,Myx6UcdqBHldAomlItMrPAByw1FNFeXSZPZTBajL5IQ=,Myx6UcdqBHldAomlItMrPAByw1FNFeXSZPZTBajL5IQ=,,"Graduada de Filosofía-Historia y amante de la Peluquería-Estilista, trabajadora x cuenta propia. 100℅ 🇨🇺. #YoAmoAFidel #SomosContinuidad #Cuba #DeZurdaTeam 🤝",,2242,906,2019-04-10,es,April 2019
1100,5+On2+mSH6Xxx8y8whl4brd0CB6oFOWXprJs61vD80o=,5+On2+mSH6Xxx8y8whl4brd0CB6oFOWXprJs61vD80o=,5+On2+mSH6Xxx8y8whl4brd0CB6oFOWXprJs61vD80o=,Cuba,ser humilde sobre todas las cosas y la impaciencia es nuestro peor enemigo.,,1790,2829,2019-02-27,es,February 2019
1101,j1zpWQzey3WYZH7Gnt73ucaE4cmmPBPOzjaFnGRRFy0=,j1zpWQzey3WYZH7Gnt73ucaE4cmmPBPOzjaFnGRRFy0=,j1zpWQzey3WYZH7Gnt73ucaE4cmmPBPOzjaFnGRRFy0=,Cuba,"fanático a la música, la política y a #cuba ¿ Qué donde estoy? ¡¡¡ En la revolución!!!, ¡¡¡ con la revolución!!!",,1942,2738,2019-06-19,es,June 2019
1102,wGVKLIlmTBwKLHcHebn7KW2v3sfQVODoCU+mmz5wVBw=,wGVKLIlmTBwKLHcHebn7KW2v3sfQVODoCU+mmz5wVBw=,wGVKLIlmTBwKLHcHebn7KW2v3sfQVODoCU+mmz5wVBw=,"Distrito Federal, México","Protectora de la Vida, Naturaleza y Curación en el Universo
Dama de la Vida, Gran Madre
#DeZurdaTeam 🤝 🐘",,252,160,2018-12-10,es,December 2018
1103,rJk6e8NGP06gvDZw42uml6vZPIvA3DgcwBI6c5GdZdc=,rJk6e8NGP06gvDZw42uml6vZPIvA3DgcwBI6c5GdZdc=,rJk6e8NGP06gvDZw42uml6vZPIvA3DgcwBI6c5GdZdc=,,"💯℅ Cubana 🇨🇺. Amante de la lectura y la música🎶.
Sólo el AMOR engendra la MARAVILLA.💕💓 
#DeZurdaTeam🤝🐆♣️",,214,66,2020-04-15,en,April 2020
1104,i5VVrz01XJxAoDwnI++BeAbIFv+dYBW1xKt6E+xPy8s=,i5VVrz01XJxAoDwnI++BeAbIFv+dYBW1xKt6E+xPy8s=,i5VVrz01XJxAoDwnI++BeAbIFv+dYBW1xKt6E+xPy8s=,#Cuba,"Estudiante de Derecho, cubano, y Presidente Nacional de la Federación Estudiantil Universitaria @FeuCuba  🇨🇺🖊️📝📚⚽️😃",,2290,878,2016-11-26,es,November 2016
1105,aij87n5ZyAncRIAXybNwOSuMrdEt4CxIOMVsNPLA3Vs=,aij87n5ZyAncRIAXybNwOSuMrdEt4CxIOMVsNPLA3Vs=,aij87n5ZyAncRIAXybNwOSuMrdEt4CxIOMVsNPLA3Vs=,Holguin,Ingeniero Informático que le gusta disfrutar de la vida y tener muchas amistades #SomosCuba #SiguemeYTeSigo,,1537,2074,2019-06-14,es,June 2019
1106,IJabjtBR4TLDod1klHiMP3JwHSAznc0m9ogVJEcQ=,IJabjtBR4TLDod1klHiMP3JwHSAznc0m9ogVJEcQ=,IJabjtBR4TLDod1klHiMP3JwHSAznc0m9ogVJEcQ=,,,,126,127,2019-10-02,en,October 2019
1107,kE0ilYs6OQ7wFjTAc6ukjMDWKLJE1RowyQFTUWR9l78=,kE0ilYs6OQ7wFjTAc6ukjMDWKLJE1RowyQFTUWR9l78=,kE0ilYs6OQ7wFjTAc6ukjMDWKLJE1RowyQFTUWR9l78=,,,,8,3,2019-03-19,es,March 2019
1108,LxoINGfHhPV9XTHPYisiNTv3qaBnFsYRPcU5DFzbhg=,LxoINGfHhPV9XTHPYisiNTv3qaBnFsYRPcU5DFzbhg=,LxoINGfHhPV9XTHPYisiNTv3qaBnFsYRPcU5DFzbhg=,,Cubana de #FidelCastro. Defensora de las causas justas de este mundo. Zurda de nacimiento. #DeZurdaTeam🤝🐆♣️,,190,193,2020-04-30,en,April 2020
1109,StQGTsH5x2FGcXwAAjKe23Esn8M2ZgA1ZPCxCUs8o=,StQGTsH5x2FGcXwAAjKe23Esn8M2ZgA1ZPCxCUs8o=,StQGTsH5x2FGcXwAAjKe23Esn8M2ZgA1ZPCxCUs8o=,,"Licenciada Estudios Socioculturales. Fiel seguidora de Martí, del Ché y de Fidel.",,399,639,2020-02-21,en,February 2020
1110,1116132028645367810,Ana Gabriela,AnaGabr41794089,La Habana,"♥️Optimista. Mi sangre a la Revolucion 🇨🇺, por la memoria de Martí, Fidel y los mártires. Solidaria ➡️🇻🇪🇪🇨🇬🇹🇧🇷🇸🇻. Sigueme y te sigo #DeZurdaTeam🤝🐆",,10264,10704,2019-04-11,en,April 2019
1111,w6JXrsqFmDouDZg3TQ3XLA36nTO2qpVtz4iHS5v05Xs=,w6JXrsqFmDouDZg3TQ3XLA36nTO2qpVtz4iHS5v05Xs=,w6JXrsqFmDouDZg3TQ3XLA36nTO2qpVtz4iHS5v05Xs=,,,,388,452,2020-01-05,es,January 2020
1112,1AWgATIWcCxilD2TJ5Xvh51y9Z7f6PuXwyj9HDLbJYE=,1AWgATIWcCxilD2TJ5Xvh51y9Z7f6PuXwyj9HDLbJYE=,1AWgATIWcCxilD2TJ5Xvh51y9Z7f6PuXwyj9HDLbJYE=,,Lo importante,,33,30,2019-03-06,en,March 2019
1113,h9ln2Vi4QOMeeH16Qy63AlOGetpkRlc6QBeNq9TgJU=,h9ln2Vi4QOMeeH16Qy63AlOGetpkRlc6QBeNq9TgJU=,h9ln2Vi4QOMeeH16Qy63AlOGetpkRlc6QBeNq9TgJU=,,"Soy cubana, maestra, patriota, Fidelista y revolucionaria. Fiel seguidora de la obra más hermosa: la Revolución Cubana.",,780,918,2019-02-24,es,February 2019
1114,HMJllIjItbJevpelRb2u7eSgFfSM5DNm98dAeP1VHc=,HMJllIjItbJevpelRb2u7eSgFfSM5DNm98dAeP1VHc=,HMJllIjItbJevpelRb2u7eSgFfSM5DNm98dAeP1VHc=,,"Revolución socialista ""Siempre""",,534,614,2019-03-06,es,March 2019
1115,2VWQd9CdPHtNwFt9TUfe1e9OIuNIrqdphTpqTxfTQ=,2VWQd9CdPHtNwFt9TUfe1e9OIuNIrqdphTpqTxfTQ=,2VWQd9CdPHtNwFt9TUfe1e9OIuNIrqdphTpqTxfTQ=,,Fabio de #LasTunas listo para defender la #RevolucionCubana 🇨🇺 #SomosCuba #DeZurdaTeam 🤝🐴,,2154,2378,2019-10-16,es,October 2019
1116,+pdVOR5gh7PpR16bLnw7Gzp8DNKOhcFfASMTxOJPFDo=,+pdVOR5gh7PpR16bLnw7Gzp8DNKOhcFfASMTxOJPFDo=,+pdVOR5gh7PpR16bLnw7Gzp8DNKOhcFfASMTxOJPFDo=,Cuba,"Go and javascript developer y cubano 100%, security research and future data scients  `~`",,535,1144,2019-01-28,en,January 2019
1117,Ok6wm5uSFASyXrELToBpJwozdexFkHG5peKRPRHR+E=,Ok6wm5uSFASyXrELToBpJwozdexFkHG5peKRPRHR+E=,Ok6wm5uSFASyXrELToBpJwozdexFkHG5peKRPRHR+E=,,,,0,0,2018-06-07,en,June 2018
1118,zdNToJ+rR0EhWzWpTzU+EBA82bKu6uyuk2aFUtlP2A=,zdNToJ+rR0EhWzWpTzU+EBA82bKu6uyuk2aFUtlP2A=,zdNToJ+rR0EhWzWpTzU+EBA82bKu6uyuk2aFUtlP2A=,Cuba,,,1,34,2019-02-22,en,February 2019
1119,OEiV38JzZcMTiL4PP2Ykww2LPZc91LV5+nS0cIse0T8=,OEiV38JzZcMTiL4PP2Ykww2LPZc91LV5+nS0cIse0T8=,OEiV38JzZcMTiL4PP2Ykww2LPZc91LV5+nS0cIse0T8=,,Hablar como un loro de casi todo. Sobre todo Cubano,,188,408,2020-01-06,en,January 2020
1120,Cen2uWyNmmIRtT5xdYxG6CBQtkX8HVm9+Rx3NFSB6o=,Cen2uWyNmmIRtT5xdYxG6CBQtkX8HVm9+Rx3NFSB6o=,Cen2uWyNmmIRtT5xdYxG6CBQtkX8HVm9+Rx3NFSB6o=,santiago de chile,"""Uno cree que adelantarse a lo malo amortigua el golpe del momento en que lo malo llegue""",,15,27,2020-02-10,en,February 2020
1121,OQnFxWy2Ykh1sXDFsYbLRz3Mg0fm3R9DIazpKBUo=,OQnFxWy2Ykh1sXDFsYbLRz3Mg0fm3R9DIazpKBUo=,OQnFxWy2Ykh1sXDFsYbLRz3Mg0fm3R9DIazpKBUo=,,"«Si los jóvenes fallan, todo fallará. Es mi más profunda convicción que la juventud cubana luchará por impedirlo. Creo en ustedes».",,1139,1948,2019-10-03,es,October 2019
1122,fxbnCDeduQf5mcoKWKltnoXpROfOCAazId4kqdiHEMc=,fxbnCDeduQf5mcoKWKltnoXpROfOCAazId4kqdiHEMc=,fxbnCDeduQf5mcoKWKltnoXpROfOCAazId4kqdiHEMc=,,"Cubano 💯%, amo mi patria y mi Revoluciòn y nunca traicionare. Victima, con varias cuentas suspendindas debido a mi forma de ser y pensar, sigueme y te sigo.",,193,164,2020-01-17,en,January 2020
1123,vXUk6G5T8xQHmM2wAFHKQd8vvpo3jLDxz0pMQFonmf0=,vXUk6G5T8xQHmM2wAFHKQd8vvpo3jLDxz0pMQFonmf0=,vXUk6G5T8xQHmM2wAFHKQd8vvpo3jLDxz0pMQFonmf0=,La Habana,,,1562,1175,2019-03-01,es,March 2019
1124,R8Y4dl7pH3MwxG9f5Gpg1YxYqcoN1lhXgIaj+Ig8=,R8Y4dl7pH3MwxG9f5Gpg1YxYqcoN1lhXgIaj+Ig8=,R8Y4dl7pH3MwxG9f5Gpg1YxYqcoN1lhXgIaj+Ig8=,,"Soy 100% Cubano, amo mi Revolución y siempre la defenderé #SomosContinuidad  #YoSigoAmiPresidente #SeguiremosVenciendo",,3114,3431,2019-02-26,es,February 2019
1125,ZXLigcGkSH47K32bUGwn7yWob9Dnzh42D+FUgDH86Y4=,ZXLigcGkSH47K32bUGwn7yWob9Dnzh42D+FUgDH86Y4=,ZXLigcGkSH47K32bUGwn7yWob9Dnzh42D+FUgDH86Y4=,,Comunicadora Social. Tengo la convicción profunda de que no existe fuerza en el mundo capaz de aplastar la fuerza de la verdad y las ideas #NoTendránJamásaCuba.,,1557,1389,2019-03-12,es,March 2019
1126,Ufn65Vg63A0E6XPdq+s0Aw8uDcb3WKSUjd8w9HTNg=,Ufn65Vg63A0E6XPdq+s0Aw8uDcb3WKSUjd8w9HTNg=,Ufn65Vg63A0E6XPdq+s0Aw8uDcb3WKSUjd8w9HTNg=,#Cuba,"🇨🇺Cubano, firme al legado de #Fidel, las ideas de #JoséMartí y el ejemplo del #Che. Apicultor, Licenciado en Derecho. #SiguemeYTeSigo #DeZurdaTeam amo mi 🇨🇺",,3662,3357,2017-10-11,es,October 2017
1127,0zSED1SvpO+MhVpwscHMTe2tooo7RxUrcB5bMWQ5HE=,0zSED1SvpO+MhVpwscHMTe2tooo7RxUrcB5bMWQ5HE=,0zSED1SvpO+MhVpwscHMTe2tooo7RxUrcB5bMWQ5HE=,,,,0,0,2018-06-07,en,June 2018
1128,twDzUgsxgHuwT0CGxPQgvBYkGmzKsdfw1OpWtsstWN0=,twDzUgsxgHuwT0CGxPQgvBYkGmzKsdfw1OpWtsstWN0=,twDzUgsxgHuwT0CGxPQgvBYkGmzKsdfw1OpWtsstWN0=,La Habana,"Orgullosa de ser #Cubana 🇨🇺, #Fidelista, #Revolucionaria. Me gusta la música 🎶, el baile 💃🕺 y el buen sabor de la comida 🥗 #cubana",,3379,5356,2019-02-27,es,February 2019
1129,JkCJ7Ql0MhRnEQkph03GPvTj1P5haVo3f8fVw0Lqsw=,JkCJ7Ql0MhRnEQkph03GPvTj1P5haVo3f8fVw0Lqsw=,JkCJ7Ql0MhRnEQkph03GPvTj1P5haVo3f8fVw0Lqsw=,"Rancagua, Chile",,,20,24,2020-02-06,en,February 2020
1130,DPDOrNhIeQWMHWeFjyGx5+5LinByXd3Voa82BHuKWEk=,DPDOrNhIeQWMHWeFjyGx5+5LinByXd3Voa82BHuKWEk=,DPDOrNhIeQWMHWeFjyGx5+5LinByXd3Voa82BHuKWEk=,La Habana,Soy Comunicador Social y lo que más amo es a mi país: Cuba,,3789,3844,2019-10-01,es,October 2019
1131,KyOwKaFiaEanhK+ZRDR2udlLrd2jdyLVNOhjn4Jbxgw=,KyOwKaFiaEanhK+ZRDR2udlLrd2jdyLVNOhjn4Jbxgw=,KyOwKaFiaEanhK+ZRDR2udlLrd2jdyLVNOhjn4Jbxgw=,,,,0,0,2019-02-27,en,February 2019
1132,84NLkfxqZB1eZJ38E0Iu6oRZ75J2SSwfgwQsodpJ3bY=,84NLkfxqZB1eZJ38E0Iu6oRZ75J2SSwfgwQsodpJ3bY=,84NLkfxqZB1eZJ38E0Iu6oRZ75J2SSwfgwQsodpJ3bY=,,Amante de la buena música. Seguidora del ideario Latinoamericanista y Antiimperialista de Martí y Fidel Castro #DeZurdaTeam🤝 🐴♣,,1629,1684,2019-05-01,es,May 2019
1133,K06IoJ09OGoOcqWeszYHhF4JDsYBmLEa7LcbekAK88Q=,K06IoJ09OGoOcqWeszYHhF4JDsYBmLEa7LcbekAK88Q=,K06IoJ09OGoOcqWeszYHhF4JDsYBmLEa7LcbekAK88Q=,,Cuenta Oficial de la Brigada Médica Cubana en Namibia,,139,35,2019-10-15,es,October 2019
